# name	exact%	close%	rmse	note
RDP/32BPP/Triangle/TextureTriangle/TLUT/Cycle1TextureTriangleTLUTRGBA8B320x240/Cycle1TextureTriangle32BPPTLUTRGBA8B320X240	96.11	97.97	27.30	
RDP/8BPP/Rectangle/TextureRectangle/TLUT/InternalPalette/InternalPalette	0.02	64.29	63.78	SIZE 160x240 vs ref 320x240
RDP/AlphaCompare/AlphaCompare	99.95	99.95	3.18	
RDP/AlphaCoverage/AlphaCoverage	100.00	100.00	0.00	
RDP/CombinerLongTailConstants/CombinerLongTailConstants	100.00	100.00	0.01	
RDP/CombinerOverflow/CombinerOverflow	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b16_b16	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b16_b32	95.75	95.88	27.44	
RDP/LoadTLUT/LoadTLUT_b16_b4	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b16_b8	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b16_b8_uls16	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b16_overflow	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b32_b16	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b32_b32	97.83	97.90	19.51	
RDP/LoadTLUT/LoadTLUT_b32_b4	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b32_b8	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b8_b16	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b8_b32	98.92	98.98	13.53	
RDP/LoadTLUT/LoadTLUT_b8_b4	100.00	100.00	0.00	
RDP/LoadTLUT/LoadTLUT_b8_b8	100.00	100.00	0.00	
RDP/RDPModeInput/RDPModeInput	59.49	59.55	95.90	REF-DEDUP 3
RDP/RDPTex0And1/RDPTex0And1	99.42	99.42	7.40	
RDP/TEXRECT_Palette/TEXRECT_Palette	100.00	100.00	0.00	
RDP/TextureCoordinates/TextureCoordinates	100.00	100.00	0.00	
RDP/TextureCoordinates1/TextureCoordinates1	100.00	100.00	0.00	
RDP/TextureCoordinates1b/TextureCoordinates1b	100.00	100.00	0.00	
RDP/TextureCoordinates2/TextureCoordinates2	100.00	100.00	0.00	
RDP/TextureCoordinates2b/TextureCoordinates2b	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT0_1	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT0_2	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT0_3	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT0_4	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT15_1	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT15_2	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT15_3	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT15_4	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT1_1	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT1_2	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT1_3	100.00	100.00	0.00	
RDP/TexturesMaskShiftMirror/TexturesMaskCMShiftT1_4	100.00	100.00	0.00	
RDPTest/CPU/RDPTestCPU	99.07	99.07	19.13	
RDPTest/RSP/RDPTestRSP	99.06	99.06	19.34	
RDRAMTest/RDRAMTest	78.76	78.76	87.32	
RSP/DCT/FastDCTBlockDecode/RSPFastDCTBlockDecode	100.00	100.00	0.00	
RSP/DCT/FastQuantizationBlockDecode/RSPFastQuantizationBlockDecode	100.00	100.00	0.00	
RSP/DCT/FastQuantizationMultiBlock16BIT/RSPFastQuantizationMultiBlock16BIT	7.67	88.06	5.46	REF-DEDUP 3
RSP/DCT/FastZigZagQuantizationBlockDecode/RSPFastZigZagQuantizationBlockDecode	99.94	99.96	0.35	
RSP/DCT/FastZigZagQuantizationMultiBlock16BIT/RSPFastZigZagQuantizationMultiBlock16BIT	7.67	88.06	5.46	REF-DEDUP 3
RSP/DCT/FastZigZagQuantizationMultiBlock16BITYUV/RSPFastZigZagQuantizationMultiBlock16BITYUV	0.00	9.73	89.41	
RSP/DMAStride/RSPDMAStride	100.00	100.00	0.00	
RSP/Gradient/RSPGradient	100.00	100.00	0.00	
RSP/XBUS/RSPPlotTriangle/RSPPlotTriangle	100.00	100.00	0.00	
RSP/XBUS/RSPTrans2DRectangle/RSPTrans2DRectangle	99.92	99.92	7.36	
RSP/XBUS/RSPTrans2DRectangleDouble/RSPTrans2DRectangle	99.92	99.92	7.36	
RSP/XBUS/RSPTrans3DRectangle/RSPTrans3DRectangle	99.91	99.91	4.28	
RSP/XBUS/RSPTrans3DRectangleDouble/RSPTrans3DRectangle	99.95	99.95	3.07	
RSPTest/CP2/LOADSTORE/LTV/RSPCP2LTV	100.00	100.00	0.00	
RSPTest/CP2/LOADSTORE/LWV/RSPCP2LWV	100.00	100.00	0.00	
RSPTest/CP2/LOADSTORE/TransposeMatrix/RSPTransposeMatrix	100.00	100.00	0.00	
RSPTest/CP2/LOADSTORE/TransposeMatrixVMOV/RSPTransposeMatrixVMOV	100.00	100.00	0.00	
RSPTest/CP2/RESERVED/V056/RSPCP2V056	82.26	82.26	105.72	
RSPTest/CP2/RESERVED/V073/RSPCP2V073	82.06	82.06	106.13	
RSPTest/CP2/RESERVED/VACC/RSPCP2VACC	81.75	81.75	106.88	
RSPTest/CP2/RESERVED/VADDB/RSPCP2VADDB	82.24	82.24	105.75	
RSPTest/CP2/RESERVED/VEXTN/RSPCP2VEXTN	82.02	82.02	106.24	
RSPTest/CP2/RESERVED/VEXTQ/RSPCP2VEXTQ	82.02	82.02	106.24	
RSPTest/CP2/RESERVED/VEXTT/RSPCP2VEXTT	82.02	82.02	106.23	
RSPTest/CP2/RESERVED/VMULQ/RSPCP2VMULQ	82.34	82.34	105.37	
RSPTest/CP2/RESERVED/VRNDP/RSPCP2VRNDP	83.62	83.62	101.42	
RSPTest/CP2/RESERVED/VSAC/RSPCP2VSAC	82.04	82.04	106.20	
RSPTest/CP2/RESERVED/VSUBB/RSPCP2VSUBB	100.00	100.00	0.00	
RSPTest/CP2/RESERVED/VSUT/RSPCP2VSUT	82.26	82.26	105.71	
RSPTest/CP2/SORT/RSPSORT	100.00	100.00	0.00	
RSPTest/CP2/VABS/RSPCP2VABS	100.00	100.00	0.00	
RSPTest/CP2/VADD/RSPCP2VADD	100.00	100.00	0.00	
RSPTest/CP2/VAND/RSPCP2VAND	100.00	100.00	0.00	
RSPTest/CP2/VCL/RSPCP2VCL	82.39	82.39	105.33	
RSPTest/CP2/VCR/RSPCP2VCR	82.44	82.44	105.17	
RSPTest/CP2/VEQ/RSPCP2VEQ	100.00	100.00	0.00	
RSPTest/CP2/VLT/RSPCP2VLT	100.00	100.00	0.00	
RSPTest/CP2/VMACF/RSPCP2VMACF	100.00	100.00	0.00	
RSPTest/CP2/VMADL/RSPCP2VMADL	100.00	100.00	0.00	
RSPTest/CP2/VMADN/RSPCP2VMADN	100.00	100.00	0.00	
RSPTest/CP2/VMUDL/RSPCP2VMUDL	100.00	100.00	0.00	
RSPTest/CP2/VMUDN/RSPCP2VMUDN	100.00	100.00	0.00	
RSPTest/CP2/VMULF/RSPCP2VMULF	100.00	100.00	0.00	
RSPTest/CP2/VNOP/RSPCP2VNOP	100.00	100.00	0.00	
RSPTest/CP2/VOR/RSPCP2VOR	100.00	100.00	0.00	
RSPTest/CP2/VRCP/RSPCP2VRCP	100.00	100.00	0.00	
RSPTest/CP2/VRCPH/RSPCP2VRCPH	100.00	100.00	0.00	
RSPTest/CP2/VRCPL/RSPCP2VRCPL	100.00	100.00	0.00	
RSPTest/CP2/VSAR/RSPCP2VSAR	100.00	100.00	0.00	
RSPTest/CP2/VSUB/RSPCP2VSUB	100.00	100.00	0.00	
RSPTest/CP2/VXOR/RSPCP2VXOR	100.00	100.00	0.00	
RSPTest/CPU/ADD/RSPCPUADD	95.06	95.06	54.04	
RSPTest/CPU/ADDU/RSPCPUADDU	94.86	94.86	55.18	
RSPTest/CPU/AND/RSPCPUAND	100.00	100.00	0.00	
RSPTest/CPU/NOR/RSPCPUNOR	100.00	100.00	0.00	
RSPTest/CPU/OR/RSPCPUOR	96.46	96.46	46.47	
RSPTest/CPU/SHIFT/SLL/RSPCPUSLL	100.00	100.00	0.00	
RSPTest/CPU/SHIFT/SLLV/RSPCPUSLLV	100.00	100.00	0.00	
RSPTest/CPU/SHIFT/SRA/RSPCPUSRA	100.00	100.00	0.00	
RSPTest/CPU/SHIFT/SRAV/RSPCPUSRAV	100.00	100.00	0.00	
RSPTest/CPU/SHIFT/SRL/RSPCPUSRL	100.00	100.00	0.00	
RSPTest/CPU/SHIFT/SRLV/RSPCPUSRLV	100.00	100.00	0.00	
RSPTest/CPU/SUB/RSPCPUSUB	100.00	100.00	0.00	
RSPTest/CPU/SUBU/RSPCPUSUBU	100.00	100.00	0.00	
RSPTest/CPU/XOR/RSPCPUXOR	96.44	96.44	46.59	
RSPTest/DMAAlignment-SP/DMAAlignment-SP-FROM	98.41	98.41	27.14	SIZE 640x240 vs ref 640x480
RSPTest/DMAAlignment-SP/DMAAlignment-SP-TO	97.83	97.83	31.84	SIZE 640x240 vs ref 640x480
RSPTest/MEM/IMEM/RSPIMEM	100.00	100.00	0.00	
RSPTest/XBUS/RSPXBUSRDP	98.94	98.94	17.26	
Video/Devo-TimeOutForFun/Devo-TimeOutForFun	18.76	23.81	112.54	REF-DEDUP 3
Video/GRB12Decode/RDP/RDPGRB12Decode	0.00	0.06	144.69	REF-DEDUP 3
Video/GRB12LZDIFFRLEVideo/GRB12LZDIFFRLEVideo	0.00	0.06	144.69	REF-DEDUP 3
Video/GRB15Decode/RDP/RDPGRB15Decode	0.00	0.23	140.77	REF-DEDUP 3
Video/GRB15LZDIFFRLEVideo/GRB15LZDIFFRLEVideo	0.00	1.67	81.89	REF-DEDUP 3
Video/GRB24Decode/CPU/CPUGRB24Decode	100.00	100.00	0.00	REF-DEDUP 3
Video/GRB24Decode/RDP/RDPGRB24Decode	0.00	0.23	140.77	REF-DEDUP 3
Video/I4Decode/CPU/CPUI4Decode	33.13	33.34	13.00	REF-DEDUP 3
Video/I4Decode/RDP/RDPI4Decode	82.53	100.00	0.44	REF-DEDUP 3
Video/I4LZRLEVideo/I4LZRLEVideo	33.28	33.28	206.67	REF-DEDUP 3
Video/I8Decode/CPU/CPUI8Decode	32.55	96.15	35.71	
Video/I8Decode/RDP/RDPI8Decode	63.73	97.24	25.98	
Video/I8LZRLEVideo/I8LZRLEVideo	32.78	33.09	204.10	
Video/YUV16LZDIFFRLEVideo/YUV16LZDIFFRLEVideo	0.00	0.00	127.52	REF-DEDUP 3
Video/YUV8LZDIFFRLEVideo/YUV8LZDIFFRLEVideo	0.00	0.00	127.52	REF-DEDUP 3
